hour;minute;tweets;related;rainfall (mm/30min);Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.041666666666666664;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
16;30;2;0;0.0;0.6956521739130435;1.0;0.08333333333333333;0.0;0.0;0.0
23;30;3;0;0.0;1.0;1.0;0.125;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
21;0;0;0;0.4;0.9130434782608695;0.0;0.0;0.0;0.0676818950930626;0.2
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
5;30;0;0;0.98;0.21739130434782608;1.0;0.0;0.0;0.1658206429780034;0.79
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
23;0;2;0;0.0;1.0;0.0;0.08333333333333333;0.0;0.0;0.0
1;30;2;0;0.0;0.043478260869565216;1.0;0.08333333333333333;0.0;0.0;0.0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0.0
1;30;1;0;0.0;0.043478260869565216;1.0;0.041666666666666664;0.0;0.0;0.0
19;0;2;0;0.0;0.8260869565217391;0.0;0.08333333333333333;0.0;0.0;0.0
22;0;3;0;0.0;0.9565217391304348;0.0;0.125;0.0;0.0;0.0
7;30;0;0;0.6;0.30434782608695654;1.0;0.0;0.0;0.10152284263959391;0.6
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
9;0;0;0;0.6;0.391304347826087;0.0;0.0;0.0;0.10152284263959391;0.79
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
16;0;2;0;0.0;0.6956521739130435;0.0;0.08333333333333333;0.0;0.0;0.0
2;30;4;0;0.0;0.08695652173913043;1.0;0.16666666666666666;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.041666666666666664;0.0;0.0;0.0
0;0;7;0;0.0;0.0;0.0;0.2916666666666667;0.0;0.0;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.08333333333333333;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.041666666666666664;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.041666666666666664;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.79;0.08695652173913043;1.0;0.0;0.0;0.13367174280879865;0.79
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
11;0;7;0;0.0;0.4782608695652174;0.0;0.2916666666666667;0.0;0.0;0.0
6;0;1;0;0.0;0.2608695652173913;0.0;0.041666666666666664;0.0;0.0;0.0
18;30;24;0;0.0;0.782608695652174;1.0;1.0;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.041666666666666664;0.0;0.0;0.0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
10;0;0;0;1.17;0.43478260869565216;0.0;0.0;0.0;0.1979695431472081;0.98
1;30;1;0;0.0;0.043478260869565216;1.0;0.041666666666666664;0.0;0.0;0.0
9;0;2;0;0.0;0.391304347826087;0.0;0.08333333333333333;0.0;0.0;0.0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1;30;2;0;0.2;0.043478260869565216;1.0;0.08333333333333333;0.0;0.0338409475465313;0.0
4;30;0;0;0.98;0.17391304347826086;1.0;0.0;0.0;0.1658206429780034;0.79
19;0;2;0;0.0;0.8260869565217391;0.0;0.08333333333333333;0.0;0.0;0.0
12;0;1;0;0.6;0.5217391304347826;0.0;0.041666666666666664;0.0;0.10152284263959391;0.79
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
21;0;1;0;0.0;0.9130434782608695;0.0;0.041666666666666664;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.041666666666666664;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.041666666666666664;0.0;0.0;0.0
21;30;1;0;0.0;0.9130434782608695;1.0;0.041666666666666664;0.0;0.0;0.0
0;30;1;0;0.0;0.0;1.0;0.041666666666666664;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
1;30;1;0;0.0;0.043478260869565216;1.0;0.041666666666666664;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.041666666666666664;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.041666666666666664;0.0;0.0;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
23;30;3;0;0.2;1.0;1.0;0.125;0.0;0.0338409475465313;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
10;0;2;0;0.0;0.43478260869565216;0.0;0.08333333333333333;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.08333333333333333;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
22;30;1;0;0.0;0.9565217391304348;1.0;0.041666666666666664;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
8;0;1;0;0.98;0.34782608695652173;0.0;0.041666666666666664;0.0;0.1658206429780034;1.17
23;0;4;0;0.0;1.0;0.0;0.16666666666666666;0.0;0.0;0.0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0.0
15;30;1;0;0.0;0.6521739130434783;1.0;0.041666666666666664;0.0;0.0;0.0
21;0;1;0;0.0;0.9130434782608695;0.0;0.041666666666666664;0.0;0.0;0.0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0.0
8;30;0;0;0.79;0.34782608695652173;1.0;0.0;0.0;0.13367174280879865;0.79
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0.0
16;30;3;0;0.0;0.6956521739130435;1.0;0.125;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
23;30;1;0;0.0;1.0;1.0;0.041666666666666664;0.0;0.0;0.0
19;30;1;0;0.0;0.8260869565217391;1.0;0.041666666666666664;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
12;0;1;0;0.0;0.5217391304347826;0.0;0.041666666666666664;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
18;0;2;0;0.0;0.782608695652174;0.0;0.08333333333333333;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.041666666666666664;0.0;0.0;0.0
22;0;1;0;0.0;0.9565217391304348;0.0;0.041666666666666664;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
4;0;0;0;0.98;0.17391304347826086;0.0;0.0;0.0;0.1658206429780034;0.98
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
17;30;3;0;0.0;0.7391304347826086;1.0;0.125;0.0;0.0;0.0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0.0
18;0;1;0;0.0;0.782608695652174;0.0;0.041666666666666664;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
21;0;1;0;0.79;0.9130434782608695;0.0;0.041666666666666664;0.0;0.13367174280879865;0.79
8;30;1;0;0.0;0.34782608695652173;1.0;0.041666666666666664;0.0;0.0;0.0
16;30;2;0;0.0;0.6956521739130435;1.0;0.08333333333333333;0.0;0.0;0.0
9;30;1;0;0.0;0.391304347826087;1.0;0.041666666666666664;0.0;0.0;0.0
5;0;0;0;0.6;0.21739130434782608;0.0;0.0;0.0;0.10152284263959391;0.6
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0.0
5;30;1;0;0.0;0.21739130434782608;1.0;0.041666666666666664;0.0;0.0;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.041666666666666664;0.0;0.0;0.0
19;30;2;0;0.0;0.8260869565217391;1.0;0.08333333333333333;0.0;0.0;0.2
12;30;1;0;0.0;0.5217391304347826;1.0;0.041666666666666664;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
18;0;1;0;0.0;0.782608695652174;0.0;0.041666666666666664;0.0;0.0;0.0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0.0
5;30;0;0;1.17;0.21739130434782608;1.0;0.0;0.0;0.1979695431472081;1.17
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
11;0;0;0;0.4;0.4782608695652174;0.0;0.0;0.0;0.0676818950930626;0.4
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0.0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0.0
3;30;0;0;0.79;0.13043478260869565;1.0;0.0;0.0;0.13367174280879865;0.79
20;30;0;0;0.4;0.8695652173913043;1.0;0.0;0.0;0.0676818950930626;0.4
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
19;30;1;0;0.0;0.8260869565217391;1.0;0.041666666666666664;0.0;0.0;0.0
21;0;4;0;0.0;0.9130434782608695;0.0;0.16666666666666666;0.0;0.0;0.0
17;30;0;0;0.59;0.7391304347826086;1.0;0.0;0.0;0.09983079526226733;0.6
2;30;0;0;0.6;0.08695652173913043;1.0;0.0;0.0;0.10152284263959391;0.4
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
0;30;0;0;0.2;0.0;1.0;0.0;0.0;0.0338409475465313;0.2
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0;1;0;0.0;0.08695652173913043;0.0;0.041666666666666664;0.0;0.0;0.0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0.0
12;30;4;0;0.0;0.5217391304347826;1.0;0.16666666666666666;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.041666666666666664;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.041666666666666664;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
8;30;1;0;0.0;0.34782608695652173;1.0;0.041666666666666664;0.0;0.0;0.0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0
22;0;1;0;0.0;0.9565217391304348;0.0;0.041666666666666664;0.0;0.0;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.2
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0.0
20;0;2;0;0.0;0.8695652173913043;0.0;0.08333333333333333;0.0;0.0;0.0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
21;0;5;0;0.0;0.9130434782608695;0.0;0.20833333333333334;0.0;0.0;0.0
13;30;1;0;0.0;0.5652173913043478;1.0;0.041666666666666664;0.0;0.0;0.0
12;30;0;0;0.2;0.5217391304347826;1.0;0.0;0.0;0.0338409475465313;0.4
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0.0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;30;0;0;0.2;0.043478260869565216;1.0;0.0;0.0;0.0338409475465313;0.0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
14;30;1;0;0.0;0.6086956521739131;1.0;0.041666666666666664;0.0;0.0;0.0
18;0;0;0;0.6;0.782608695652174;0.0;0.0;0.0;0.10152284263959391;0.6
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
20;0;1;0;0.0;0.8695652173913043;0.0;0.041666666666666664;0.0;0.0;0.0
9;0;0;0;0.79;0.391304347826087;0.0;0.0;0.0;0.13367174280879865;0.98
7;30;0;0;0.79;0.30434782608695654;1.0;0.0;0.0;0.13367174280879865;0.6
13;0;1;0;0.4;0.5652173913043478;0.0;0.041666666666666664;0.0;0.0676818950930626;0.2
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0.0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0.0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0.0
11;0;4;0;0.0;0.4782608695652174;0.0;0.16666666666666666;0.0;0.0;0.0
13;30;0;0;0.2;0.5652173913043478;1.0;0.0;0.0;0.0338409475465313;0.0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.2
14;30;3;0;0.0;0.6086956521739131;1.0;0.125;0.0;0.0;0.0
7;0;0;0;0.2;0.30434782608695654;0.0;0.0;0.0;0.0338409475465313;0.0
11;0;1;0;0.0;0.4782608695652174;0.0;0.041666666666666664;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
11;30;3;0;0.0;0.4782608695652174;1.0;0.125;0.0;0.0;0.0
6;0;1;0;0.79;0.2608695652173913;0.0;0.041666666666666664;0.0;0.13367174280879865;0.6
3;0;1;0;0.0;0.13043478260869565;0.0;0.041666666666666664;0.0;0.0;0.0
22;30;2;0;0.0;0.9565217391304348;1.0;0.08333333333333333;0.0;0.0;0.0
0;0;1;0;0.4;0.0;0.0;0.041666666666666664;0.0;0.0676818950930626;0.2
20;0;1;0;0.2;0.8695652173913043;0.0;0.041666666666666664;0.0;0.0338409475465313;0.0
17;30;0;0;0.2;0.7391304347826086;1.0;0.0;0.0;0.0338409475465313;0.0
19;0;0;0;0.98;0.8260869565217391;0.0;0.0;0.0;0.1658206429780034;0.4
19;0;1;0;0.0;0.8260869565217391;0.0;0.041666666666666664;0.0;0.0;0.0
9;0;1;0;0.0;0.391304347826087;0.0;0.041666666666666664;0.0;0.0;0.0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0.0
10;30;2;0;0.0;0.43478260869565216;1.0;0.08333333333333333;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
16;30;1;0;0.79;0.6956521739130435;1.0;0.041666666666666664;0.0;0.13367174280879865;0.4
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;0;2;0;0.98;0.5217391304347826;0.0;0.08333333333333333;0.0;0.1658206429780034;0.79
17;30;1;0;0.0;0.7391304347826086;1.0;0.041666666666666664;0.0;0.0;0.2
15;30;1;0;0.98;0.6521739130434783;1.0;0.041666666666666664;0.0;0.1658206429780034;0.98
20;30;1;0;0.0;0.8695652173913043;1.0;0.041666666666666664;0.0;0.0;0.0
11;0;0;0;0.98;0.4782608695652174;0.0;0.0;0.0;0.1658206429780034;0.4
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0
15;0;0;0;0.6;0.6521739130434783;0.0;0.0;0.0;0.10152284263959391;0.79
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
19;0;1;0;0.0;0.8260869565217391;0.0;0.041666666666666664;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
23;0;7;0;0.0;1.0;0.0;0.2916666666666667;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.041666666666666664;0.0;0.0;0.0
14;30;1;0;0.79;0.6086956521739131;1.0;0.041666666666666664;0.0;0.13367174280879865;0.6
0;0;1;0;0.0;0.0;0.0;0.041666666666666664;0.0;0.0;0.0
1;30;0;0;0.98;0.043478260869565216;1.0;0.0;0.0;0.1658206429780034;0.79
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
17;0;3;0;0.0;0.7391304347826086;0.0;0.125;0.0;0.0;0.0
0;0;1;0;0.0;0.0;0.0;0.041666666666666664;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.4;0.391304347826087;1.0;0.0;0.0;0.0676818950930626;0.2
17;0;1;0;0.0;0.7391304347826086;0.0;0.041666666666666664;0.0;0.0;0.0
4;30;0;0;0.98;0.17391304347826086;1.0;0.0;0.0;0.1658206429780034;1.37
23;0;2;0;0.0;1.0;0.0;0.08333333333333333;0.0;0.0;0.0
21;30;2;0;0.0;0.9130434782608695;1.0;0.08333333333333333;0.0;0.0;0.0
18;30;2;0;0.0;0.782608695652174;1.0;0.08333333333333333;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
16;0;1;0;0.0;0.6956521739130435;0.0;0.041666666666666664;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
13;0;0;0;0.6;0.5652173913043478;0.0;0.0;0.0;0.10152284263959391;0.79
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
22;0;4;0;0.0;0.9565217391304348;0.0;0.16666666666666666;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
10;30;0;0;0.4;0.43478260869565216;1.0;0.0;0.0;0.0676818950930626;0.4
21;30;1;0;0.2;0.9130434782608695;1.0;0.041666666666666664;0.0;0.0338409475465313;0.2
7;30;2;0;0.0;0.30434782608695654;1.0;0.08333333333333333;0.0;0.0;0.0
17;30;1;0;0.0;0.7391304347826086;1.0;0.041666666666666664;0.0;0.0;0.0
12;0;1;0;0.2;0.5217391304347826;0.0;0.041666666666666664;0.0;0.0338409475465313;0.0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0.0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0.0
4;30;0;0;0.6;0.17391304347826086;1.0;0.0;0.0;0.10152284263959391;0.79
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
2;0;2;0;0.0;0.08695652173913043;0.0;0.08333333333333333;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.2
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0.0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0.0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
14;30;1;0;0.2;0.6086956521739131;1.0;0.041666666666666664;0.0;0.0338409475465313;0.0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0.0
21;0;1;0;0.0;0.9130434782608695;0.0;0.041666666666666664;0.0;0.0;0.0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0.0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
8;0;2;0;0.0;0.34782608695652173;0.0;0.08333333333333333;0.0;0.0;0.4
16;30;1;0;0.0;0.6956521739130435;1.0;0.041666666666666664;0.0;0.0;0.0
2;0;1;0;0.0;0.08695652173913043;0.0;0.041666666666666664;0.0;0.0;0.2
8;0;0;0;0.2;0.34782608695652173;0.0;0.0;0.0;0.0338409475465313;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0.0
14;0;1;0;0.98;0.6086956521739131;0.0;0.041666666666666664;0.0;0.1658206429780034;0.79
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0.0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0.0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0.0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
18;30;1;0;0.0;0.782608695652174;1.0;0.041666666666666664;0.0;0.0;0.0
13;0;1;0;0.0;0.5652173913043478;0.0;0.041666666666666664;0.0;0.0;0.0
19;30;1;0;0.0;0.8260869565217391;1.0;0.041666666666666664;0.0;0.0;0.0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0.0
7;30;1;0;0.0;0.30434782608695654;1.0;0.041666666666666664;0.0;0.0;0.0
2;30;0;0;0.98;0.08695652173913043;1.0;0.0;0.0;0.1658206429780034;0.79
18;30;20;0;0.79;0.782608695652174;1.0;0.8333333333333334;0.0;0.13367174280879865;0.98
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.0
9;30;1;0;0.2;0.391304347826087;1.0;0.041666666666666664;0.0;0.0338409475465313;0.0
17;0;1;0;0.0;0.7391304347826086;0.0;0.041666666666666664;0.0;0.0;0.2
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0.0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0
14;30;0;0;0.2;0.6086956521739131;1.0;0.0;0.0;0.0338409475465313;0.0
23;30;1;0;0.0;1.0;1.0;0.041666666666666664;0.0;0.0;0.2
8;30;0;0;0.2;0.34782608695652173;1.0;0.0;0.0;0.0338409475465313;0.0
2;30;1;0;0.0;0.08695652173913043;1.0;0.041666666666666664;0.0;0.0;0.0
23;0;1;0;0.0;1.0;0.0;0.041666666666666664;0.0;0.0;0.0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0.0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0.0
15;0;1;0;0.0;0.6521739130434783;0.0;0.041666666666666664;0.0;0.0;0.0
21;30;2;0;0.0;0.9130434782608695;1.0;0.08333333333333333;0.0;0.0;0.0
1;30;1;0;0.79;0.043478260869565216;1.0;0.041666666666666664;0.0;0.13367174280879865;0.6
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0.0
15;0;1;0;0.0;0.6521739130434783;0.0;0.041666666666666664;0.0;0.0;0.0
